date_stamp,rhizome_number,Numbrer_of_internodes_in_rhizome,length_of_internode,SST,SSTA,irradiance,exposition_hours,date
730474,1,25,6,17.5,-0.681455314,50.929,0,1999-12-20
730474,1,25,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,2,22,6,17.5,-0.681455314,50.929,0,1999-12-20
730474,2,22,4,17.5,-0.681455314,50.929,0,1999-12-20
730474,3,13,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,4,19,7,17.5,-0.681455314,50.929,0,1999-12-20
730474,5,10,13,17.5,-0.681455314,50.929,0,1999-12-20
730474,5,10,10,17.5,-0.681455314,50.929,0,1999-12-20
730474,6,12,7,17.5,-0.681455314,50.929,0,1999-12-20
730474,6,12,7,17.5,-0.681455314,50.929,0,1999-12-20
730474,7,20,12,17.5,-0.681455314,50.929,0,1999-12-20
730474,7,20,8,17.5,-0.681455314,50.929,0,1999-12-20
730474,7,20,8,17.5,-0.681455314,50.929,0,1999-12-20
730474,8,19,10,17.5,-0.681455314,50.929,0,1999-12-20
730474,8,19,12,17.5,-0.681455314,50.929,0,1999-12-20
730474,9,26,7,17.5,-0.681455314,50.929,0,1999-12-20
730474,9,26,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,9,26,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,10,12,13,17.5,-0.681455314,50.929,0,1999-12-20
730474,10,12,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,10,12,9,17.5,-0.681455314,50.929,0,1999-12-20
730474,11,19,10,17.5,-0.681455314,50.929,0,1999-12-20
730474,12,9,7,17.5,-0.681455314,50.929,0,1999-12-20
730474,12,9,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,13,21,10,17.5,-0.681455314,50.929,0,1999-12-20
730474,14,15,14,17.5,-0.681455314,50.929,0,1999-12-20
730474,14,15,15,17.5,-0.681455314,50.929,0,1999-12-20
730474,14,15,15,17.5,-0.681455314,50.929,0,1999-12-20
730474,15,15,10,17.5,-0.681455314,50.929,0,1999-12-20
730474,16,18,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,16,18,7,17.5,-0.681455314,50.929,0,1999-12-20
730474,16,18,10,17.5,-0.681455314,50.929,0,1999-12-20
730474,17,12,10,17.5,-0.681455314,50.929,0,1999-12-20
730474,17,12,7,17.5,-0.681455314,50.929,0,1999-12-20
730474,17,12,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,19,18,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,19,18,5,17.5,-0.681455314,50.929,0,1999-12-20
730474,20,23,5,17.5,-0.681455314,50.929,0,1999-12-20
730489,1,21,13,15.5,-0.717787385,51.307,0,2000-01-04
730489,2,16,7,15.5,-0.717787385,51.307,0,2000-01-04
730489,2,16,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,3,19,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,4,14,13,15.5,-0.717787385,51.307,0,2000-01-04
730489,6,13,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,7,12,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,8,17,7,15.5,-0.717787385,51.307,0,2000-01-04
730489,8,17,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,8,17,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,9,17,20,15.5,-0.717787385,51.307,0,2000-01-04
730489,10,19,15,15.5,-0.717787385,51.307,0,2000-01-04
730489,10,19,20,15.5,-0.717787385,51.307,0,2000-01-04
730489,10,19,15,15.5,-0.717787385,51.307,0,2000-01-04
730489,11,16,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,11,16,12,15.5,-0.717787385,51.307,0,2000-01-04
730489,12,22,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,14,18,17,15.5,-0.717787385,51.307,0,2000-01-04
730489,14,18,15,15.5,-0.717787385,51.307,0,2000-01-04
730489,14,18,13,15.5,-0.717787385,51.307,0,2000-01-04
730489,15,18,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,15,18,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,15,18,27,15.5,-0.717787385,51.307,0,2000-01-04
730489,16,13,12,15.5,-0.717787385,51.307,0,2000-01-04
730489,16,13,5,15.5,-0.717787385,51.307,0,2000-01-04
730489,17,23,15,15.5,-0.717787385,51.307,0,2000-01-04
730489,17,23,15,15.5,-0.717787385,51.307,0,2000-01-04
730489,17,23,20,15.5,-0.717787385,51.307,0,2000-01-04
730489,18,14,10,15.5,-0.717787385,51.307,0,2000-01-04
730489,19,27,5,15.5,-0.717787385,51.307,0,2000-01-04
730489,20,16,10,15.5,-0.717787385,51.307,0,2000-01-04
730502,1,21,23,16.5,-0.5407511,52.918,0,2000-01-17
730502,1,21,20,16.5,-0.5407511,52.918,0,2000-01-17
730502,2,25,27,16.5,-0.5407511,52.918,0,2000-01-17
730502,2,25,13,16.5,-0.5407511,52.918,0,2000-01-17
730502,3,12,10,16.5,-0.5407511,52.918,0,2000-01-17
730502,3,12,8,16.5,-0.5407511,52.918,0,2000-01-17
730502,4,14,25,16.5,-0.5407511,52.918,0,2000-01-17
730502,4,14,25,16.5,-0.5407511,52.918,0,2000-01-17
730502,5,14,12,16.5,-0.5407511,52.918,0,2000-01-17
730502,5,14,8,16.5,-0.5407511,52.918,0,2000-01-17
730502,6,23,8,16.5,-0.5407511,52.918,0,2000-01-17
730502,6,23,9,16.5,-0.5407511,52.918,0,2000-01-17
730502,7,28,23,16.5,-0.5407511,52.918,0,2000-01-17
730502,7,28,25,16.5,-0.5407511,52.918,0,2000-01-17
730502,7,28,28,16.5,-0.5407511,52.918,0,2000-01-17
730502,8,23,13,16.5,-0.5407511,52.918,0,2000-01-17
730502,9,24,9,16.5,-0.5407511,52.918,0,2000-01-17
730502,10,26,18,16.5,-0.5407511,52.918,0,2000-01-17
730502,10,26,20,16.5,-0.5407511,52.918,0,2000-01-17
730502,11,22,23,16.5,-0.5407511,52.918,0,2000-01-17
730502,11,22,14,16.5,-0.5407511,52.918,0,2000-01-17
730502,12,24,20,16.5,-0.5407511,52.918,0,2000-01-17
730502,12,24,10,16.5,-0.5407511,52.918,0,2000-01-17
730502,13,22,24,16.5,-0.5407511,52.918,0,2000-01-17
730502,13,22,15,16.5,-0.5407511,52.918,0,2000-01-17
730502,15,13,13,16.5,-0.5407511,52.918,0,2000-01-17
730502,15,13,13,16.5,-0.5407511,52.918,0,2000-01-17
730502,16,20,15,16.5,-0.5407511,52.918,0,2000-01-17
730502,18,11,19,16.5,-0.5407511,52.918,0,2000-01-17
730502,18,11,15,16.5,-0.5407511,52.918,0,2000-01-17
730502,20,25,20,16.5,-0.5407511,52.918,0,2000-01-17
730517,1,22,8,20,0.049332429,50.441,0,2000-02-01
730517,1,22,5,20,0.049332429,50.441,0,2000-02-01
730517,2,23,20,20,0.049332429,50.441,0,2000-02-01
730517,2,23,15,20,0.049332429,50.441,0,2000-02-01
730517,2,23,7,20,0.049332429,50.441,0,2000-02-01
730517,3,13,10,20,0.049332429,50.441,0,2000-02-01
730517,3,13,8,20,0.049332429,50.441,0,2000-02-01
730517,3,13,8,20,0.049332429,50.441,0,2000-02-01
730517,4,22,16,20,0.049332429,50.441,0,2000-02-01
730517,4,22,16,20,0.049332429,50.441,0,2000-02-01
730517,5,25,10,20,0.049332429,50.441,0,2000-02-01
730517,5,25,12,20,0.049332429,50.441,0,2000-02-01
730517,7,23,10,20,0.049332429,50.441,0,2000-02-01
730517,7,23,5,20,0.049332429,50.441,0,2000-02-01
730517,8,21,14,20,0.049332429,50.441,0,2000-02-01
730517,8,21,18,20,0.049332429,50.441,0,2000-02-01
730517,8,21,15,20,0.049332429,50.441,0,2000-02-01
730517,9,16,14,20,0.049332429,50.441,0,2000-02-01
730517,9,16,10,20,0.049332429,50.441,0,2000-02-01
730517,9,16,10,20,0.049332429,50.441,0,2000-02-01
730517,10,15,11,20,0.049332429,50.441,0,2000-02-01
730517,11,16,25,20,0.049332429,50.441,0,2000-02-01
730517,11,16,30,20,0.049332429,50.441,0,2000-02-01
730517,11,16,14,20,0.049332429,50.441,0,2000-02-01
730517,12,19,13,20,0.049332429,50.441,0,2000-02-01
730517,12,19,15,20,0.049332429,50.441,0,2000-02-01
730517,13,5,15,20,0.049332429,50.441,0,2000-02-01
730517,13,5,20,20,0.049332429,50.441,0,2000-02-01
730517,14,19,8,20,0.049332429,50.441,0,2000-02-01
730517,14,19,12,20,0.049332429,50.441,0,2000-02-01
730517,15,21,10,20,0.049332429,50.441,0,2000-02-01
730517,15,21,6,20,0.049332429,50.441,0,2000-02-01
730517,16,17,9,20,0.049332429,50.441,0,2000-02-01
730517,16,17,9,20,0.049332429,50.441,0,2000-02-01
730517,16,17,12,20,0.049332429,50.441,0,2000-02-01
730517,17,16,10,20,0.049332429,50.441,0,2000-02-01
730517,17,16,8,20,0.049332429,50.441,0,2000-02-01
730517,18,23,7,20,0.049332429,50.441,0,2000-02-01
730517,19,31,15,20,0.049332429,50.441,0,2000-02-01
730517,19,31,10,20,0.049332429,50.441,0,2000-02-01
730517,20,15,25,20,0.049332429,50.441,0,2000-02-01
730517,20,15,21,20,0.049332429,50.441,0,2000-02-01
730517,20,15,25,20,0.049332429,50.441,0,2000-02-01
730517,20,15,15,20,0.049332429,50.441,0,2000-02-01
730532,1,16,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,1,16,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,2,15,23,20.5,-0.04433085,58.843,0,2000-02-16
730532,2,15,25,20.5,-0.04433085,58.843,0,2000-02-16
730532,3,17,8,20.5,-0.04433085,58.843,0,2000-02-16
730532,3,17,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,3,17,14,20.5,-0.04433085,58.843,0,2000-02-16
730532,4,19,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,4,19,8,20.5,-0.04433085,58.843,0,2000-02-16
730532,4,19,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,5,7,9,20.5,-0.04433085,58.843,0,2000-02-16
730532,8,16,15,20.5,-0.04433085,58.843,0,2000-02-16
730532,8,16,17,20.5,-0.04433085,58.843,0,2000-02-16
730532,8,16,9,20.5,-0.04433085,58.843,0,2000-02-16
730532,8,16,9,20.5,-0.04433085,58.843,0,2000-02-16
730532,9,20,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,9,20,7,20.5,-0.04433085,58.843,0,2000-02-16
730532,10,16,24,20.5,-0.04433085,58.843,0,2000-02-16
730532,10,16,18,20.5,-0.04433085,58.843,0,2000-02-16
730532,11,31,13,20.5,-0.04433085,58.843,0,2000-02-16
730532,11,31,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,11,31,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,11,31,9,20.5,-0.04433085,58.843,0,2000-02-16
730532,12,21,12,20.5,-0.04433085,58.843,0,2000-02-16
730532,12,21,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,13,6,15,20.5,-0.04433085,58.843,0,2000-02-16
730532,14,19,13,20.5,-0.04433085,58.843,0,2000-02-16
730532,16,8,10,20.5,-0.04433085,58.843,0,2000-02-16
730532,16,8,8,20.5,-0.04433085,58.843,0,2000-02-16
730532,18,30,12,20.5,-0.04433085,58.843,0,2000-02-16
730532,20,19,15,20.5,-0.04433085,58.843,0,2000-02-16
730532,20,19,15,20.5,-0.04433085,58.843,0,2000-02-16
730532,20,19,15,20.5,-0.04433085,58.843,0,2000-02-16
730547,3,11,18,NaN,-0.194509447,65.691,4,2000-03-02
730547,4,23,9,NaN,-0.194509447,65.691,4,2000-03-02
730547,5,8,9,NaN,-0.194509447,65.691,4,2000-03-02
730547,5,8,12,NaN,-0.194509447,65.691,4,2000-03-02
730547,6,23,9,NaN,-0.194509447,65.691,4,2000-03-02
730547,6,23,10,NaN,-0.194509447,65.691,4,2000-03-02
730547,7,5,8,NaN,-0.194509447,65.691,4,2000-03-02
730547,7,5,12,NaN,-0.194509447,65.691,4,2000-03-02
730547,7,5,12,NaN,-0.194509447,65.691,4,2000-03-02
730547,8,20,17,NaN,-0.194509447,65.691,4,2000-03-02
730547,8,20,12,NaN,-0.194509447,65.691,4,2000-03-02
730547,10,24,14,NaN,-0.194509447,65.691,4,2000-03-02
730547,10,24,8,NaN,-0.194509447,65.691,4,2000-03-02
730547,10,24,10,NaN,-0.194509447,65.691,4,2000-03-02
730547,10,24,10,NaN,-0.194509447,65.691,4,2000-03-02
730547,11,18,12,NaN,-0.194509447,65.691,4,2000-03-02
730547,11,18,7,NaN,-0.194509447,65.691,4,2000-03-02
730547,11,18,12,NaN,-0.194509447,65.691,4,2000-03-02
730547,13,14,15,NaN,-0.194509447,65.691,4,2000-03-02
730547,15,27,10,NaN,-0.194509447,65.691,4,2000-03-02
730547,16,10,11,NaN,-0.194509447,65.691,4,2000-03-02
730547,16,10,15,NaN,-0.194509447,65.691,4,2000-03-02
730547,17,11,17,NaN,-0.194509447,65.691,4,2000-03-02
730547,17,11,20,NaN,-0.194509447,65.691,4,2000-03-02
730547,17,11,13,NaN,-0.194509447,65.691,4,2000-03-02
730547,19,9,20,NaN,-0.194509447,65.691,4,2000-03-02
730547,19,9,22,NaN,-0.194509447,65.691,4,2000-03-02
730547,19,9,24,NaN,-0.194509447,65.691,4,2000-03-02
730547,19,9,17,NaN,-0.194509447,65.691,4,2000-03-02
730547,20,9,18,NaN,-0.194509447,65.691,4,2000-03-02
730561,1,11,9,18.5,-0.358999878,69.985,4,2000-03-16
730561,1,11,9,18.5,-0.358999878,69.985,4,2000-03-16
730561,2,7,7,18.5,-0.358999878,69.985,4,2000-03-16
730561,2,7,9,18.5,-0.358999878,69.985,4,2000-03-16
730561,2,7,15,18.5,-0.358999878,69.985,4,2000-03-16
730561,3,6,25,18.5,-0.358999878,69.985,4,2000-03-16
730561,3,6,29,18.5,-0.358999878,69.985,4,2000-03-16
730561,3,6,23,18.5,-0.358999878,69.985,4,2000-03-16
730561,4,10,19,18.5,-0.358999878,69.985,4,2000-03-16
730561,4,10,15,18.5,-0.358999878,69.985,4,2000-03-16
730561,5,13,6,18.5,-0.358999878,69.985,4,2000-03-16
730561,6,19,10,18.5,-0.358999878,69.985,4,2000-03-16
730561,6,19,9,18.5,-0.358999878,69.985,4,2000-03-16
730561,7,19,24,18.5,-0.358999878,69.985,4,2000-03-16
730561,7,19,28,18.5,-0.358999878,69.985,4,2000-03-16
730561,7,19,25,18.5,-0.358999878,69.985,4,2000-03-16
730561,7,19,11,18.5,-0.358999878,69.985,4,2000-03-16
730561,8,9,26,18.5,-0.358999878,69.985,4,2000-03-16
730561,8,9,25,18.5,-0.358999878,69.985,4,2000-03-16
730561,8,9,23,18.5,-0.358999878,69.985,4,2000-03-16
730561,9,12,15,18.5,-0.358999878,69.985,4,2000-03-16
730561,9,12,27,18.5,-0.358999878,69.985,4,2000-03-16
730561,10,11,25,18.5,-0.358999878,69.985,4,2000-03-16
730561,10,11,25,18.5,-0.358999878,69.985,4,2000-03-16
730561,10,11,24,18.5,-0.358999878,69.985,4,2000-03-16
730561,10,11,26,18.5,-0.358999878,69.985,4,2000-03-16
730561,11,10,19,18.5,-0.358999878,69.985,4,2000-03-16
730561,11,10,10,18.5,-0.358999878,69.985,4,2000-03-16
730561,11,10,18,18.5,-0.358999878,69.985,4,2000-03-16
730561,13,5,10,18.5,-0.358999878,69.985,4,2000-03-16
730561,13,5,10,18.5,-0.358999878,69.985,4,2000-03-16
730561,14,19,15,18.5,-0.358999878,69.985,4,2000-03-16
730561,14,19,23,18.5,-0.358999878,69.985,4,2000-03-16
730561,14,19,11,18.5,-0.358999878,69.985,4,2000-03-16
730561,15,11,20,18.5,-0.358999878,69.985,4,2000-03-16
730561,15,11,23,18.5,-0.358999878,69.985,4,2000-03-16
730561,15,11,20,18.5,-0.358999878,69.985,4,2000-03-16
730561,15,11,13,18.5,-0.358999878,69.985,4,2000-03-16
730561,16,9,17,18.5,-0.358999878,69.985,4,2000-03-16
730561,17,23,15,18.5,-0.358999878,69.985,4,2000-03-16
730561,18,30,30,18.5,-0.358999878,69.985,4,2000-03-16
730561,18,30,19,18.5,-0.358999878,69.985,4,2000-03-16
730561,18,30,25,18.5,-0.358999878,69.985,4,2000-03-16
730561,19,17,10,18.5,-0.358999878,69.985,4,2000-03-16
730561,19,17,10,18.5,-0.358999878,69.985,4,2000-03-16
730561,20,24,20,18.5,-0.358999878,69.985,4,2000-03-16
730575,2,13,19,22,-0.18990548,82.067,4,2000-03-30
730575,2,13,18,22,-0.18990548,82.067,4,2000-03-30
730575,3,25,21,22,-0.18990548,82.067,4,2000-03-30
730575,3,25,25,22,-0.18990548,82.067,4,2000-03-30
730575,3,25,20,22,-0.18990548,82.067,4,2000-03-30
730575,4,9,105,22,-0.18990548,82.067,4,2000-03-30
730575,5,32,79,22,-0.18990548,82.067,4,2000-03-30
730575,6,7,35,22,-0.18990548,82.067,4,2000-03-30
730575,6,7,27,22,-0.18990548,82.067,4,2000-03-30
730575,6,7,67,22,-0.18990548,82.067,4,2000-03-30
730575,7,9,12,22,-0.18990548,82.067,4,2000-03-30
730575,7,9,21,22,-0.18990548,82.067,4,2000-03-30
730575,7,9,20,22,-0.18990548,82.067,4,2000-03-30
730575,8,14,37,22,-0.18990548,82.067,4,2000-03-30
730575,9,31,9,22,-0.18990548,82.067,4,2000-03-30
730575,9,31,9,22,-0.18990548,82.067,4,2000-03-30
730575,10,14,20,22,-0.18990548,82.067,4,2000-03-30
730575,10,14,18,22,-0.18990548,82.067,4,2000-03-30
730575,10,14,18,22,-0.18990548,82.067,4,2000-03-30
730575,11,15,35,22,-0.18990548,82.067,4,2000-03-30
730575,11,15,35,22,-0.18990548,82.067,4,2000-03-30
730575,11,15,30,22,-0.18990548,82.067,4,2000-03-30
730575,11,15,35,22,-0.18990548,82.067,4,2000-03-30
730575,13,17,12,22,-0.18990548,82.067,4,2000-03-30
730575,13,17,15,22,-0.18990548,82.067,4,2000-03-30
730575,13,17,10,22,-0.18990548,82.067,4,2000-03-30
730575,14,19,20,22,-0.18990548,82.067,4,2000-03-30
730575,14,19,18,22,-0.18990548,82.067,4,2000-03-30
730575,16,9,25,22,-0.18990548,82.067,4,2000-03-30
730575,16,9,27,22,-0.18990548,82.067,4,2000-03-30
730575,16,9,35,22,-0.18990548,82.067,4,2000-03-30
730575,16,9,30,22,-0.18990548,82.067,4,2000-03-30
730575,18,7,15,22,-0.18990548,82.067,4,2000-03-30
730575,18,7,18,22,-0.18990548,82.067,4,2000-03-30
730575,18,7,25,22,-0.18990548,82.067,4,2000-03-30
730575,18,7,25,22,-0.18990548,82.067,4,2000-03-30
730575,18,7,17,22,-0.18990548,82.067,4,2000-03-30
730575,19,17,10,22,-0.18990548,82.067,4,2000-03-30
730575,19,17,15,22,-0.18990548,82.067,4,2000-03-30
730589,3,12,10,23,0.508175731,102.714,35,2000-04-13
730589,4,9,30,23,0.508175731,102.714,35,2000-04-13
730589,4,9,25,23,0.508175731,102.714,35,2000-04-13
730589,4,9,25,23,0.508175731,102.714,35,2000-04-13
730589,4,9,22,23,0.508175731,102.714,35,2000-04-13
730589,7,11,15,23,0.508175731,102.714,35,2000-04-13
730589,7,11,20,23,0.508175731,102.714,35,2000-04-13
730589,7,11,18,23,0.508175731,102.714,35,2000-04-13
730589,7,11,20,23,0.508175731,102.714,35,2000-04-13
730589,8,19,12,23,0.508175731,102.714,35,2000-04-13
730589,8,19,8,23,0.508175731,102.714,35,2000-04-13
730589,10,27,10,23,0.508175731,102.714,35,2000-04-13
730589,10,27,10,23,0.508175731,102.714,35,2000-04-13
730589,12,17,30,23,0.508175731,102.714,35,2000-04-13
730589,12,17,13,23,0.508175731,102.714,35,2000-04-13
730589,12,17,28,23,0.508175731,102.714,35,2000-04-13
730589,12,17,20,23,0.508175731,102.714,35,2000-04-13
730589,13,18,15,23,0.508175731,102.714,35,2000-04-13
730589,13,18,20,23,0.508175731,102.714,35,2000-04-13
730603,2,6,7,24,0.599069476,108.167,35,2000-04-27
730603,2,6,5,24,0.599069476,108.167,35,2000-04-27
730603,3,19,6,24,0.599069476,108.167,35,2000-04-27
730603,3,19,8,24,0.599069476,108.167,35,2000-04-27
730603,5,6,8,24,0.599069476,108.167,35,2000-04-27
730603,6,13,17,24,0.599069476,108.167,35,2000-04-27
730603,6,13,13,24,0.599069476,108.167,35,2000-04-27
730603,6,13,15,24,0.599069476,108.167,35,2000-04-27
730603,6,13,18,24,0.599069476,108.167,35,2000-04-27
730603,7,22,12,24,0.599069476,108.167,35,2000-04-27
730603,7,22,10,24,0.599069476,108.167,35,2000-04-27
730603,7,22,10,24,0.599069476,108.167,35,2000-04-27
730603,11,25,10,24,0.599069476,108.167,35,2000-04-27
730603,11,25,8,24,0.599069476,108.167,35,2000-04-27
730603,11,25,6,24,0.599069476,108.167,35,2000-04-27
730603,12,7,8,24,0.599069476,108.167,35,2000-04-27
730603,12,7,8,24,0.599069476,108.167,35,2000-04-27
730603,13,13,18,24,0.599069476,108.167,35,2000-04-27
730603,13,13,13,24,0.599069476,108.167,35,2000-04-27
730603,13,13,10,24,0.599069476,108.167,35,2000-04-27
730603,13,13,10,24,0.599069476,108.167,35,2000-04-27
730603,13,13,12,24,0.599069476,108.167,35,2000-04-27
730603,14,18,13,24,0.599069476,108.167,35,2000-04-27
730603,15,14,11,24,0.599069476,108.167,35,2000-04-27
730603,16,16,19,24,0.599069476,108.167,35,2000-04-27
730603,16,16,15,24,0.599069476,108.167,35,2000-04-27
730603,16,16,19,24,0.599069476,108.167,35,2000-04-27
730603,17,10,26,24,0.599069476,108.167,35,2000-04-27
730603,17,10,26,24,0.599069476,108.167,35,2000-04-27
730603,18,14,10,24,0.599069476,108.167,35,2000-04-27
730603,19,13,11,24,0.599069476,108.167,35,2000-04-27
730603,19,13,0,24,0.599069476,108.167,35,2000-04-27
730603,20,13,8,24,0.599069476,108.167,35,2000-04-27
730603,20,13,7,24,0.599069476,108.167,35,2000-04-27
730618,1,8,21,27,0.818001568,107.805,57,2000-05-12
730618,2,11,10,27,0.818001568,107.805,57,2000-05-12
730618,2,11,14,27,0.818001568,107.805,57,2000-05-12
730618,4,12,15,27,0.818001568,107.805,57,2000-05-12
730618,4,12,12,27,0.818001568,107.805,57,2000-05-12
730618,5,12,12,27,0.818001568,107.805,57,2000-05-12
730618,5,12,11,27,0.818001568,107.805,57,2000-05-12
730618,5,12,10,27,0.818001568,107.805,57,2000-05-12
730618,6,8,20,27,0.818001568,107.805,57,2000-05-12
730618,6,8,15,27,0.818001568,107.805,57,2000-05-12
730618,7,27,20,27,0.818001568,107.805,57,2000-05-12
730618,7,27,12,27,0.818001568,107.805,57,2000-05-12
730618,8,12,12,27,0.818001568,107.805,57,2000-05-12
730618,9,6,17,27,0.818001568,107.805,57,2000-05-12
730618,12,5,9,27,0.818001568,107.805,57,2000-05-12
730618,12,5,12,27,0.818001568,107.805,57,2000-05-12
730618,12,5,7,27,0.818001568,107.805,57,2000-05-12
730618,13,10,5,27,0.818001568,107.805,57,2000-05-12
730618,13,10,6,27,0.818001568,107.805,57,2000-05-12
730618,14,9,20,27,0.818001568,107.805,57,2000-05-12
730632,1,13,11,23,0.822872937,101.833,57,2000-05-26
730632,1,13,8,23,0.822872937,101.833,57,2000-05-26
730632,2,11,20,23,0.822872937,101.833,57,2000-05-26
730632,2,11,8,23,0.822872937,101.833,57,2000-05-26
730632,4,18,8,23,0.822872937,101.833,57,2000-05-26
730632,6,10,NaN,23,0.822872937,101.833,57,2000-05-26
730632,8,16,14,23,0.822872937,101.833,57,2000-05-26
730632,8,16,22,23,0.822872937,101.833,57,2000-05-26
730632,8,16,10,23,0.822872937,101.833,57,2000-05-26
730632,9,13,14,23,0.822872937,101.833,57,2000-05-26
730632,9,13,12,23,0.822872937,101.833,57,2000-05-26
730632,9,13,9,23,0.822872937,101.833,57,2000-05-26
730632,10,17,15,23,0.822872937,101.833,57,2000-05-26
730632,10,17,12,23,0.822872937,101.833,57,2000-05-26
730632,10,17,12,23,0.822872937,101.833,57,2000-05-26
730632,10,17,11,23,0.822872937,101.833,57,2000-05-26
730632,13,12,15,23,0.822872937,101.833,57,2000-05-26
730632,13,12,15,23,0.822872937,101.833,57,2000-05-26
730632,13,12,8,23,0.822872937,101.833,57,2000-05-26
730632,13,12,10,23,0.822872937,101.833,57,2000-05-26
730632,14,16,8,23,0.822872937,101.833,57,2000-05-26
730632,14,16,12,23,0.822872937,101.833,57,2000-05-26
730632,16,10,5,23,0.822872937,101.833,57,2000-05-26
730632,16,10,8,23,0.822872937,101.833,57,2000-05-26
730632,16,10,8,23,0.822872937,101.833,57,2000-05-26
730632,17,13,12,23,0.822872937,101.833,57,2000-05-26
730632,17,13,10,23,0.822872937,101.833,57,2000-05-26
730632,17,13,10,23,0.822872937,101.833,57,2000-05-26
730632,17,13,15,23,0.822872937,101.833,57,2000-05-26
730632,18,10,13,23,0.822872937,101.833,57,2000-05-26
730632,18,10,15,23,0.822872937,101.833,57,2000-05-26
730632,18,10,10,23,0.822872937,101.833,57,2000-05-26
730632,20,16,12,23,0.822872937,101.833,57,2000-05-26
730632,20,16,10,23,0.822872937,101.833,57,2000-05-26
730645,3,21,15,25,0.95332998,121.919,60,2000-06-08
730645,3,21,20,25,0.95332998,121.919,60,2000-06-08
730645,9,21,15,25,0.95332998,121.919,60,2000-06-08
730645,9,21,9,25,0.95332998,121.919,60,2000-06-08
730645,10,15,8,25,0.95332998,121.919,60,2000-06-08
730645,10,15,15,25,0.95332998,121.919,60,2000-06-08
730645,11,10,12,25,0.95332998,121.919,60,2000-06-08
730645,11,10,10,25,0.95332998,121.919,60,2000-06-08
730645,11,10,8,25,0.95332998,121.919,60,2000-06-08
730645,14,11,13,25,0.95332998,121.919,60,2000-06-08
730645,14,11,15,25,0.95332998,121.919,60,2000-06-08
730645,19,21,17,25,0.95332998,121.919,60,2000-06-08
730645,20,14,12,25,0.95332998,121.919,60,2000-06-08
730659,5,9,10,24,1.313684106,112.737,60,2000-06-22
730659,7,14,27,24,1.313684106,112.737,60,2000-06-22
730659,7,14,30,24,1.313684106,112.737,60,2000-06-22
730659,8,22,8,24,1.313684106,112.737,60,2000-06-22
730659,9,8,12,24,1.313684106,112.737,60,2000-06-22
730659,10,17,30,24,1.313684106,112.737,60,2000-06-22
730659,10,17,30,24,1.313684106,112.737,60,2000-06-22
730659,12,15,12,24,1.313684106,112.737,60,2000-06-22
730659,12,15,11,24,1.313684106,112.737,60,2000-06-22
730659,12,15,10,24,1.313684106,112.737,60,2000-06-22
730659,12,15,10,24,1.313684106,112.737,60,2000-06-22
730659,13,10,10,24,1.313684106,112.737,60,2000-06-22
730659,13,10,15,24,1.313684106,112.737,60,2000-06-22
730659,13,10,19,24,1.313684106,112.737,60,2000-06-22
730659,13,10,17,24,1.313684106,112.737,60,2000-06-22
730659,15,17,10,24,1.313684106,112.737,60,2000-06-22
730659,15,17,11,24,1.313684106,112.737,60,2000-06-22
730659,15,17,19,24,1.313684106,112.737,60,2000-06-22
730659,16,27,20,24,1.313684106,112.737,60,2000-06-22
730659,18,32,20,24,1.313684106,112.737,60,2000-06-22
730659,18,32,17,24,1.313684106,112.737,60,2000-06-22
730659,18,32,20,24,1.313684106,112.737,60,2000-06-22
730659,20,12,13,24,1.313684106,112.737,60,2000-06-22
730659,20,12,10,24,1.313684106,112.737,60,2000-06-22
730673,1,18,8,22,1.957616329,110.533,56,2000-07-06
730673,1,18,8,22,1.957616329,110.533,56,2000-07-06
730673,1,18,5,22,1.957616329,110.533,56,2000-07-06
730673,2,21,10,22,1.957616329,110.533,56,2000-07-06
730673,3,16,7,22,1.957616329,110.533,56,2000-07-06
730673,3,16,10,22,1.957616329,110.533,56,2000-07-06
