"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"shrink",0.403759513031816,0.55829158930896,0.726286209088576,0.562023591132747,0.0829604868576052,NA,0.00146855131200411,1.8,3191,-0.0358227140431869,0.999850853931635
