"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"lambda",2.59419,2.90981,3.25685,2.91389519133333,0.168628189598203,NA,0.00097357530657482,0.6,30000,-0.0065994222168601,0.999959520653373
